game_id,canonical_id,source_entry_index,Name,Vehicle Name,ShortVehicleName,XLASTID,VehicleManufacturer,VehicleModel,Vehicle Render Model,Driver Character,Vehicle Physics Model,Cockpit properties,Vehicle Properties,Vehicle Year,Shadow Width,Shadow Length,Shadow Offset Right,Shadow Offset Forward,Shadow Texture,Grid Grouping,Vehicle Class,Vehicle Group,Vehicle Shape,Engine Placement,Number of Exhausts,Exhaust Position 1,Exhaust Target Position 1,Exhaust Smoke Amount Multiplier,Number of Engine Heat,Engine Heat Position 1,Blown Engine Smoke Position,Vehicle Description,AI ONLY,Vehicle Initial Performance Index,Body Upgrades,Cockpit Upgrades,Tire Upgrades,Brake Upgrades,Tier,Price,Region,Country,Paint Shop Data,Min Front Wheel Diameter,Max Front Wheel Diameter,Min Rear Wheel Diameter,Max Rear Wheel Diameter,Max GUI Wheel Angle,PULC Package ID 360,PULC Package ID PS3,Client Vehicle Version,Vehicle Garage Rotation,Left Mirror Pos,Right Mirror Pos,AABBMin,AABBMax,User Overrides Base Helmet,User Overrides Base Outfit,Exhaust Backfire Mesh Cross-Section Scale,Exhaust Backfire Mesh Length Scale,Shadow Offset Up,Exhaust Position 2,Exhaust Target Position 2,PLAYER ONLY,DLC ID,PitSpeedLimit_HighKPH,Is Open Wheeler,LCD Mirror Pos,Scratch Texture,Safety Car Driver Name,Center Mirror Pos,Spawn In Pit,Exhaust Smoke Type,Vehicle Variant Oval,Vehicle Variant Short Oval,Vehicle Variant Speedway,Vehicle Variant Super Speedway,Blown Engine Smoke Scale,Exhaust Position 3,Exhaust Position 4,Exhaust Target Position 3,Exhaust Target Position 4,Livery DLC ID 1,Livery DLC Name 1,Livery DLC ID 2,Livery DLC Name 2,Vehicle Variant Short Track,Vehicle Physics Model Oval,Vehicle Physics Model Short Oval,Vehicle Physics Model Speedway,Vehicle Physics Model Super Speedway,Always Hide Helmet,Vehicle Physics Model Short Track,Exhaust Backfire Visual Effect Type,Manufacturer Liveries Category,CrewPropsCategory,IMSA Cockpit properties,Drafting Contrail Min Speed,Drafting Contrail Max Speed,Drafting Contrail Min Temperature,Drafting Contrail Max Temperature,Drafting Contrail Min Humidity,Drafting Contrail Disable When DRS Opened,Vehicle Variant High Downforce Track,Use Flat Shadow,F1DRSForbiddenLaps,Vertical Exhaust,Livery DLC ID 3,Livery DLC Name 3,Livery DLC ID 4,Livery DLC Name 4,Livery DLC ID 5,Livery DLC Name 5,Livery DLC ID 6,Livery DLC Name 6,Livery DLC ID 7,Livery DLC Name 7,Livery DLC ID 8,Livery DLC Name 8,Livery DLC ID 9,Livery DLC Name 9,Livery DLC ID 10,Livery DLC Name 10,Vehicle Name DLC Override DLC ID,Vehicle Name DLC Override,ShortVehicleName DLC Override,VehicleManufacturer DLC Override,has_headlights,headlights_source,downforce_variant,meta_class,discipline
Formula_V10_HD-475,Formula_V10_HD-475-formulav10g2,602,Formula_V10_HD,Formula V10 Gen2 (B) - High Downforce,F-V10 Gen2 (B),475,Reiza,Formula V10,Formula_V10_HD.vhf,Formula_V10,Formula_V10_HD,Formula_V10_HD_Cockpit.bin,Formula_V10,2002,5.00,7.00,0,0,Formula_V10_ambsh.dds,3,F-V10_Gen2_HD,Openwheel,OpenWheel,Mid-Rear,2,0.261;0.482;1.428,0.171;0.626;1.751,0.036,1,0;0.964;1.069,0;0.964;1.069,,true,129,,,,,5,120000,EU,England,N/A,13,17,13,17,20.0,,,1,0.0;3.141592653589;0.0,0.356;0.669;-0.274,-0.356;0.669;-0.27,-0.898;-0.002;-2.291,0.898;1.099;2.282,FORMULA_MODERN_USER_OVERRIDE,outfit_FORMULA_MODERN_USER_OVERRIDE,,,,-0.261;0.482;1.428,-0.171;0.626;1.751,,,100.0,true,,,SafetyF2KDriver,,,,,,,,0.85,,,,,,,,,,,,,,,,,,,,70,100,0,25,0.75,false,,,,true,,,,,,,,,,,,,,,,,,,,,false,meta-class-default,standard,Formula V10 G2,Open Wheel
Formula_V10_LD-211,Formula_V10_LD-211-formulav10g2,603,Formula_V10_LD,Formula V10 Gen2 (B) - Low Downforce,F-V10 Gen2 (B),211,Reiza,Formula V10,Formula_V10_LD.vhf,Formula_V10,Formula_V10_LD,Formula_V10_LD_Cockpit.bin,Formula_V10,2002,5.00,7.00,0,0,Formula_V10_ambsh.dds,3,F-V10_Gen2_LD,Openwheel,OpenWheel,Mid-Rear,2,0.261;0.482;1.428,0.171;0.626;1.751,0.036,1,0;0.964;1.069,0;0.964;1.069,,true,129,,,,,5,120000,EU,England,N/A,13,17,13,17,20.0,,,1,0.0;3.141592653589;0.0,0.356;0.669;-0.274,-0.356;0.669;-0.27,-0.898;-0.002;-2.291,0.898;1.099;2.282,FORMULA_MODERN_USER_OVERRIDE,outfit_FORMULA_MODERN_USER_OVERRIDE,,,,-0.261;0.482;1.428,-0.171;0.626;1.751,,,100.0,true,,,SafetyF2KDriver,,,,,,,,0.85,,,,,,,,,,,,,,,,,,,,100,140,0,25,0.75,false,,,,true,,,,,,,,,,,,,,,,,,,,,false,meta-class-default,low,Formula V10 G2,Open Wheel
Formula_V10_M_LD-530,Formula_V10_M_LD-530-formulav10g2,606,Formula_V10_M_LD,Formula V10 Gen2 (M) - Low Downforce,F-V10 Gen2 (M),530,Reiza,Formula V10,Formula_V10_M_LD.vhf,Formula_V10,Formula_V10_M_LD,Formula_V10_M_LD_Cockpit.bin,Formula_V10_M,2002,5.00,7.00,0,0,Formula_V10_ambsh.dds,3,F-V10_Gen2_LD,Openwheel,OpenWheel,Mid-Rear,2,0.261;0.482;1.428,0.171;0.626;1.751,0.036,1,0;0.964;1.069,0;0.964;1.069,,true,129,,,,,5,120000,EU,England,N/A,13,17,13,17,20.0,,,1,0.0;3.141592653589;0.0,0.356;0.669;-0.274,-0.356;0.669;-0.27,-0.898;-0.002;-2.291,0.898;1.099;2.282,FORMULA_MODERN_USER_OVERRIDE,outfit_FORMULA_MODERN_USER_OVERRIDE,,,,-0.261;0.482;1.428,-0.171;0.626;1.751,,,100.0,true,,,SafetyF2KDriver,,,,,,,,0.85,,,,,,,,,,,,,,,,,,,,100,140,0,25,0.75,false,,,,true,,,,,,,,,,,,,,,,,,,,,false,meta-class-default,low,Formula V10 G2,Open Wheel
McLaren_MP44_LD-280,McLaren_MP44_LD-280-formulaclassicg2,726,McLaren_MP44_LD,McLaren Honda MP4/4 - Low Downforce,McLaren MP4/4,280,McLaren,McLaren MP4/4,McLaren_MP44_LD.vhf,McLaren_MP44,McLaren_MP44_LD,McLaren_MP44_LD_Cockpit.bin,McLaren_MP44,1988,5.00,7.50,0,0,McLaren_MP44_ambsh.dds,4,F-Classic_Gen2_LD,Openwheel,OpenWheel,Mid-Rear,2,0.226;0.139;1.425,0.226;0.139;1.725,0.4,1,0;0.63;0.47,0;0.63;0.47,,true,129,,,,,5,1,EU,England,N/A,13,17,13,17,20.0,,,1,0.0;3.141592653589;0.0,0.254;0.571;-0.612,-0.254;0.571;-0.612,-1.5;-0.0;-4.0,1.5;1.5;4.0,DRIVER_80_USER_OVERRIDE,outfit_DRIVER_80_USER_OVERRIDE,1.5,3.00,,-0.226;0.139;1.425,-0.226;0.139;1.725,,brazilianlegendspt1pack,,true,,,SafetyBMWM3Driver,,,,,,,,0.85,,,,,,,,,,,,,,,,,,,,100,140,0,25,0.75,false,,,,,,,,,,,,,,,,,,,,,,,,,false,meta-class-default,low,Formula Classic G2,Open Wheel
Formula_V10_M_HD-529,Formula_V10_M_HD-529-formulav10g2,605,Formula_V10_M_HD,Formula V10 Gen2 (M) - High Downforce,F-V10 Gen2 (M),529,Reiza,Formula V10,Formula_V10_M_HD.vhf,Formula_V10,Formula_V10_M_HD,Formula_V10_M_HD_Cockpit.bin,Formula_V10_M,2002,5.00,7.00,0,0,Formula_V10_ambsh.dds,3,F-V10_Gen2_HD,Openwheel,OpenWheel,Mid-Rear,2,0.261;0.482;1.428,0.171;0.626;1.751,0.036,1,0;0.964;1.069,0;0.964;1.069,,true,129,,,,,5,120000,EU,England,N/A,13,17,13,17,20.0,,,1,0.0;3.141592653589;0.0,0.356;0.669;-0.274,-0.356;0.669;-0.27,-0.898;-0.002;-2.291,0.898;1.099;2.282,FORMULA_MODERN_USER_OVERRIDE,outfit_FORMULA_MODERN_USER_OVERRIDE,,,,-0.261;0.482;1.428,-0.171;0.626;1.751,,,100.0,true,,,SafetyF2KDriver,,,,,,,,0.85,,,,,,,,,,,,,,,,,,,,70,100,0,25,0.75,false,,,,true,,,,,,,,,,,,,,,,,,,,,false,meta-class-default,standard,Formula V10 G2,Open Wheel
McLaren_MP46_LD-269,McLaren_MP46_LD-269-formulaclassicg3,733,McLaren_MP46_LD,McLaren Honda MP4/6 - Low Downforce,McLaren MP4/6,269,McLaren,McLaren MP4/6,McLaren_MP46_LD.vhf,McLaren_MP46,McLaren_MP46_LD,McLaren_MP46_Cockpit.bin,McLaren_MP46,1991,5.00,7.50,0,0,McLaren_MP46_ambsh.dds,4,F-Classic_Gen4_LD,Openwheel,OpenWheel,Mid-Rear,2,0.235;0.078;1.443,0.235;0.078;1.943,0.1,1,0;0.63;0.47,0;0.63;0.47,,true,129,,,,,5,1,EU,England,N/A,13,17,13,17,20.0,,,1,0.0;3.141592653589;0.0,0.318;0.619;-0.403,-0.318;0.619;-0.403,-1.5;-0.0;-4.0,1.5;1.5;4.0,DRIVER_91_USER_OVERRIDE,outfit_DRIVER_91_USER_OVERRIDE,2.125,2.5,,-0.235;0.078;1.443,-0.235;0.078;1.943,,brazilianlegendspt1pack,,true,,,SafetyBMWM3Driver,,,,,,,,0.85,,,,,,,,,,,,,,,,,,,,100,140,0,25,0.75,false,,,,,,,,,,,,,,,,,,,,,,,,,false,meta-class-default,low,Formula Classic G3,Open Wheel
Formula_V10_G1-114,Formula_V10_G1-114-formulav10g1,607,Formula_V10_G1,Formula V10 Gen1,F-V10 Gen1,114,Reiza,Formula V10 G1,Formula_V10_G1.vhf,Formula_V10_G1,Formula_V10_G1,Formula_V10_G1_Cockpit.bin,Formula_V10_G1,1997,5.00,7.00,0,0,Formula_V10_G1_ambsh.dds,3,F-V10_Gen1,Openwheel,OpenWheel,Mid-Rear,1,0.0;0.101;1.819,0.0;0.101;2.119,0.036,1,0;0.581;0.978,0;0.581;0.978,,false,129,,,,,5,120000,EU,England,N/A,13,13,13,13,20.0,,,1,0.0;3.141592653589;0.0,0.324;0.629;-0.648,-0.324;0.629;-0.648,-1.033;-0.0;-2.564,1.033;1.124;1.968,FORMULA_MODERN_USER_OVERRIDE,outfit_FORMULA_MODERN_USER_OVERRIDE,,,,,,,,100.0,true,,,SafetyBMWM3Driver,,,,Formula_V10_G1_LD,Formula_V10_G1_LD,Formula_V10_G1_LD,Formula_V10_G1_LD,,,,,,,,,,Formula_V10_G1_LD,,,,,,,,,,,70,100,0,25,0.75,false,Formula_V10_G1_HD,,,,,,,,,,,,,,,,,,,,,,,,false,meta-class-default,standard,Formula V10 G1,Open Wheel
Formula_Classic_G3M3-262,Formula_Classic_G3M3-262-formulaclassicg3,521,Formula_Classic_G3M3,Formula Classic Gen3 Model3,F-Classic Gen3 M3,262,Reiza,Formula Classic G2M3,Formula_Classic_G3M3.vhf,Formula_Classic_G3M3,Formula_Classic_G3M3,Formula_Classic_G3M3_Cockpit.bin,Formula_Classic_G3M3,1986,5.0,7.0,0.0,0.0,Formula_Classic_G3M3_ambsh.dds,4,F-Classic_Gen3,Historic Openwheel,OpenWheel,Mid-Rear,2,0.239;0.175;1.669,0.239;0.175;1.969,0.0,1,0;0.40;0.87,0;0.40;0.87,,false,458,,,,,5,120,EU,England,N/A,13,20,13,20,,,,1,0.0;3.141592653589;0.0,0.272;0.613;-0.501,-0.272;0.613;-0.501,-1.5;-0.0;-4.0,1.5;1.5;4.0,DRIVER_91_USER_OVERRIDE,outfit_DRIVER_91_USER_OVERRIDE,,,,-0.239;0.175;1.669,-0.239;0.175;1.969,,,100.0,true,,,SafetyBMWM3Driver,,,,Formula_Classic_G3M3_LD,Formula_Classic_G3M3_LD,Formula_Classic_G3M3_LD,Formula_Classic_G3M3_LD,0.85,,,,,,,,,Formula_Classic_G3M3_LD,,,,,false,,,,,,70,100,0,25,0.75,false,Formula_Classic_G3M3_HD,,,,,,,,,,,,,,,,,,,,,,,,false,meta-class-default,standard,Formula Classic G3,Open Wheel
McLaren_MP46_LD-479,McLaren_MP46_LD-479-formulaclassicg3,732,McLaren_MP46_LD,McLaren Honda MP4/6 - High Downforce,McLaren MP4/6,479,McLaren,McLaren MP4/6,McLaren_MP46_HD.vhf,McLaren_MP46,McLaren_MP46_HD,McLaren_MP46_Cockpit.bin,McLaren_MP46,1991,5.00,7.50,0,0,McLaren_MP46_ambsh.dds,4,F-Classic_Gen4_HD,Openwheel,OpenWheel,Mid-Rear,2,0.235;0.078;1.443,0.235;0.078;1.943,0.1,1,0;0.63;0.47,0;0.63;0.47,,true,129,,,,,5,1,EU,England,N/A,13,17,13,17,20.0,,,1,0.0;3.141592653589;0.0,0.318;0.619;-0.403,-0.318;0.619;-0.403,-1.5;-0.0;-4.0,1.5;1.5;4.0,DRIVER_91_USER_OVERRIDE,outfit_DRIVER_91_USER_OVERRIDE,2.125,2.5,,-0.235;0.078;1.443,-0.235;0.078;1.943,,brazilianlegendspt1pack,,true,,,SafetyBMWM3Driver,,,,,,,,0.85,,,,,,,,,,,,,,,,,,,,70,100,0,25,0.75,false,,,,,,,,,,,,,,,,,,,,,,,,,false,meta-class-default,standard,Formula Classic G3,Open Wheel
Formula_V8_G1_HD-471,Formula_V8_G1_HD-471-formulareiza,622,Formula_V8_G1_HD,Formula V8 Gen1 (M) - High Downforce,F-V8 Gen1 M1 (M),471,Reiza,Formula V8,Formula_V8_G1_HD.vhf,Formula_V8_G1,Formula_V8_G1_HD,Formula_V8_G1_HD_Cockpit.bin,Formula_V8_G1,2006,5.00,7.00,0,0,Formula_V8_G1_ambsh.dds,3,F-V8_Gen1_HD,Openwheel,OpenWheel,Mid-Rear,2,0.19;0.522;1.317,0.144;0.576;1.546,0.036,1,0;0.964;1.069,0;0.964;1.069,,true,129,,,,,5,120000,EU,England,N/A,13,17,13,17,20.0,,,1,0.0;3.141592653589;0.0,0.356;0.669;-0.274,-0.356;0.669;-0.27,-0.898;-0.002;-2.291,0.898;1.099;2.282,FORMULA_MODERN_USER_OVERRIDE,outfit_FORMULA_MODERN_USER_OVERRIDE,,,,-0.19;0.522;1.317,-0.144;0.576;1.546,,,100.0,true,,,SafetyF2KDriver,,,,,,,,0.85,,,,,,,,,,,,,,,,,,,,70,100,0,25,0.75,false,,,,true,,,,,,,,,,,,,,,,,,,,,false,meta-class-default,standard,Formula Reiza,Open Wheel
Formula_V8_G1_LD-429,Formula_V8_G1_LD-429-formulareiza,623,Formula_V8_G1_LD,Formula V8 Gen1 (M) - Low Downforce,F-V8 Gen1 M1 (M),429,Reiza,Formula V8,Formula_V8_G1_LD.vhf,Formula_V8_G1,Formula_V8_G1_LD,Formula_V8_G1_LD_Cockpit.bin,Formula_V8_G1,2006,5.00,7.00,0,0,Formula_V8_G1_ambsh.dds,3,F-V8_Gen1_LD,Openwheel,OpenWheel,Mid-Rear,2,0.19;0.522;1.317,0.144;0.576;1.546,0.036,1,0;0.964;1.069,0;0.964;1.069,,true,129,,,,,5,120000,EU,England,N/A,13,17,13,17,20.0,,,1,0.0;3.141592653589;0.0,0.356;0.669;-0.274,-0.356;0.669;-0.27,-0.898;-0.002;-2.291,0.898;1.099;2.282,FORMULA_MODERN_USER_OVERRIDE,outfit_FORMULA_MODERN_USER_OVERRIDE,,,,-0.19;0.522;1.317,-0.144;0.576;1.546,,,100.0,true,,,SafetyF2KDriver,,,,,,,,0.85,,,,,,,,,,,,,,,,,,,,100,140,0,25,0.75,false,,,,true,,,,,,,,,,,,,,,,,,,,,false,meta-class-default,low,Formula Reiza,Open Wheel
Formula_V10_G3_B_HD-532,Formula_V10_G3_B_HD-532-formulav10g2,612,Formula_V10_G3_B_HD,Formula V10 Gen3 (B) - High Downforce,F-V10 Gen3 (B),532,Reiza,Formula V10,Formula_V10_G3_B_HD.vhf,Formula_V10_G3,Formula_V10_G3_B_HD,Formula_V10_G3_B_HD_Cockpit.bin,Formula_V10_G3_B,2006,5.00,7.00,0,0,Formula_V10_g3_ambsh.dds,3,F-V10_Gen3_HD,Openwheel,OpenWheel,Mid-Rear,2,0.19;0.522;1.317,0.144;0.576;1.546,0.036,1,0;0.964;1.069,0;0.964;1.069,,true,129,,,,,5,120000,EU,England,N/A,13,17,13,17,20.0,,,1,0.0;3.141592653589;0.0,0.356;0.669;-0.274,-0.356;0.669;-0.27,-0.898;-0.002;-2.291,0.898;1.099;2.282,FORMULA_MODERN_USER_OVERRIDE,outfit_FORMULA_MODERN_USER_OVERRIDE,,,,-0.19;0.522;1.317,-0.144;0.576;1.546,,,100.0,true,,,SafetyF2KDriver,,,,,,,,0.85,,,,,,,,,,,,,,,,,,,,70,100,0,25,0.75,false,,,,true,,,,,,,,,,,,,,,,,,,,,false,meta-class-default,standard,Formula V10 G2,Open Wheel
Formula_V8_G1_B_HD-535,Formula_V8_G1_B_HD-535-formulareiza,620,Formula_V8_G1_B_HD,Formula V8 Gen1 (B) - High Downforce,F-V8 Gen1 M1 (B),535,Reiza,Formula V8,Formula_V8_G1_B_HD.vhf,Formula_V8_G1,Formula_V8_G1_B_HD,Formula_V8_G1_B_HD_Cockpit.bin,Formula_V8_G1_B,2006,5.00,7.00,0,0,Formula_V8_G1_ambsh.dds,3,F-V8_Gen1_HD,Openwheel,OpenWheel,Mid-Rear,2,0.19;0.522;1.317,0.144;0.576;1.546,0.036,1,0;0.964;1.069,0;0.964;1.069,,true,129,,,,,5,120000,EU,England,N/A,13,17,13,17,20.0,,,1,0.0;3.141592653589;0.0,0.356;0.669;-0.274,-0.356;0.669;-0.27,-0.898;-0.002;-2.291,0.898;1.099;2.282,FORMULA_MODERN_USER_OVERRIDE,outfit_FORMULA_MODERN_USER_OVERRIDE,,,,-0.19;0.522;1.317,-0.144;0.576;1.546,,,100.0,true,,,SafetyF2KDriver,,,,,,,,0.85,,,,,,,,,,,,,,,,,,,,70,100,0,25,0.75,false,,,,true,,,,,,,,,,,,,,,,,,,,,false,meta-class-default,standard,Formula Reiza,Open Wheel
Formula_V10_G3_B_LD-533,Formula_V10_G3_B_LD-533-formulav10g2,613,Formula_V10_G3_B_LD,Formula V10 Gen3 (B) - Low Downforce,F-V10 Gen3 (B),533,Reiza,Formula V10,Formula_V10_G3_B_LD.vhf,Formula_V10_G3,Formula_V10_G3_B_LD,Formula_V10_G3_B_LD_Cockpit.bin,Formula_V10_G3_B,2006,5.00,7.00,0,0,Formula_V10_g3_ambsh.dds,3,F-V10_Gen3_LD,Openwheel,OpenWheel,Mid-Rear,2,0.19;0.522;1.317,0.144;0.576;1.546,0.036,1,0;0.964;1.069,0;0.964;1.069,,true,129,,,,,5,120000,EU,England,N/A,13,17,13,17,20.0,,,1,0.0;3.141592653589;0.0,0.356;0.669;-0.274,-0.356;0.669;-0.27,-0.898;-0.002;-2.291,0.898;1.099;2.282,FORMULA_MODERN_USER_OVERRIDE,outfit_FORMULA_MODERN_USER_OVERRIDE,,,,-0.19;0.522;1.317,-0.144;0.576;1.546,,,100.0,true,,,SafetyF2KDriver,,,,,,,,0.85,,,,,,,,,,,,,,,,,,,,100,140,0,25,0.75,false,,,,true,,,,,,,,,,,,,,,,,,,,,false,meta-class-default,low,Formula V10 G2,Open Wheel
Formula_V10_G3_LD-427,Formula_V10_G3_LD-427-formulav10g2,615,Formula_V10_G3_LD,Formula V10 Gen3 (M) - Low Downforce,F-V10 Gen3 (M),427,Reiza,Formula V10,Formula_V10_G3_LD.vhf,Formula_V10_G3,Formula_V10_G3_LD,Formula_V10_G3_LD_Cockpit.bin,Formula_V10_G3,2006,5.00,7.00,0,0,Formula_V10_g3_ambsh.dds,3,F-V10_Gen3_LD,Openwheel,OpenWheel,Mid-Rear,2,0.19;0.522;1.317,0.144;0.576;1.546,0.036,1,0;0.964;1.069,0;0.964;1.069,,true,129,,,,,5,120000,EU,England,N/A,13,17,13,17,20.0,,,1,0.0;3.141592653589;0.0,0.356;0.669;-0.274,-0.356;0.669;-0.27,-0.898;-0.002;-2.291,0.898;1.099;2.282,FORMULA_MODERN_USER_OVERRIDE,outfit_FORMULA_MODERN_USER_OVERRIDE,,,,-0.19;0.522;1.317,-0.144;0.576;1.546,,,100.0,true,,,SafetyF2KDriver,,,,,,,,0.85,,,,,,,,,,,,,,,,,,,,100,140,0,25,0.75,false,,,,true,,,,,,,,,,,,,,,,,,,,,false,meta-class-default,low,Formula V10 G2,Open Wheel
Formula_V8_G1_B_LD-536,Formula_V8_G1_B_LD-536-formulareiza,621,Formula_V8_G1_B_LD,Formula V8 Gen1 (B) - Low Downforce,F-V8 Gen1 M1 (B),536,Reiza,Formula V8,Formula_V8_G1_B_LD.vhf,Formula_V8_G1,Formula_V8_G1_B_LD,Formula_V8_G1_B_LD_Cockpit.bin,Formula_V8_G1_B,2006,5.00,7.00,0,0,Formula_V8_G1_ambsh.dds,3,F-V8_Gen1_LD,Openwheel,OpenWheel,Mid-Rear,2,0.19;0.522;1.317,0.144;0.576;1.546,0.036,1,0;0.964;1.069,0;0.964;1.069,,true,129,,,,,5,120000,EU,England,N/A,13,17,13,17,20.0,,,1,0.0;3.141592653589;0.0,0.356;0.669;-0.274,-0.356;0.669;-0.27,-0.898;-0.002;-2.291,0.898;1.099;2.282,FORMULA_MODERN_USER_OVERRIDE,outfit_FORMULA_MODERN_USER_OVERRIDE,,,,-0.19;0.522;1.317,-0.144;0.576;1.546,,,100.0,true,,,SafetyF2KDriver,,,,,,,,0.85,,,,,,,,,,,,,,,,,,,,100,140,0,25,0.75,false,,,,true,,,,,,,,,,,,,,,,,,,,,false,meta-class-default,low,Formula Reiza,Open Wheel
Formula_V10_G3_HD-476,Formula_V10_G3_HD-476-formulav10g2,614,Formula_V10_G3_HD,Formula V10 Gen3 (M) - High Downforce,F-V10 Gen3 (M),476,Reiza,Formula V10,Formula_V10_G3_HD.vhf,Formula_V10_G3,Formula_V10_G3_HD,Formula_V10_G3_HD_Cockpit.bin,Formula_V10_G3,2006,5.00,7.00,0,0,Formula_V10_g3_ambsh.dds,3,F-V10_Gen3_HD,Openwheel,OpenWheel,Mid-Rear,2,0.19;0.522;1.317,0.144;0.576;1.546,0.036,1,0;0.964;1.069,0;0.964;1.069,,true,129,,,,,5,120000,EU,England,N/A,13,17,13,17,20.0,,,1,0.0;3.141592653589;0.0,0.356;0.669;-0.274,-0.356;0.669;-0.27,-0.898;-0.002;-2.291,0.898;1.099;2.282,FORMULA_MODERN_USER_OVERRIDE,outfit_FORMULA_MODERN_USER_OVERRIDE,,,,-0.19;0.522;1.317,-0.144;0.576;1.546,,,100.0,true,,,SafetyF2KDriver,,,,,,,,0.85,,,,,,,,,,,,,,,,,,,,70,100,0,25,0.75,false,,,,true,,,,,,,,,,,,,,,,,,,,,false,meta-class-default,standard,Formula V10 G2,Open Wheel
Lotus_98T_HD-490,Lotus_98T_HD-490-formulaclassicg1,695,Lotus_98T_HD,Lotus Renault 98T - High Downforce,Lotus 98T,490,Lotus,Type 98T Renault Turbo,Lotus_98T_HD.vhf,Lotus_98T,Lotus_98T_HD,Lotus_98T_Cockpit.bin,Lotus_98T,1986,4.1,6.3,0.0,0.15,Lotus_98T_ambsh.dds,4,F-Classic_Gen1_HD,Historic Openwheel,OpenWheel,Mid-Rear,2,0.388;0.093;1.165,0.388;0.093;1.902,0.0,1,0;0.40;0.87,0;0.40;0.87,,true,458,,,,,5,120,EU,England,N/A,13,20,13,20,,,,1,0.0;3.141592653589;0.0,0.2816;0.6905;-0.8728,-0.2816;0.6905;-0.8728,-1.5;-0.0;-4.0,1.5;1.5;4.0,DRIVER_80_USER_OVERRIDE,outfit_DRIVER_80_USER_OVERRIDE,2.75,4.00,,-0.388;0.093;1.165,-0.388;0.093;1.902,,brazilianlegendspt1pack,100.0,true,,,SafetyBMWM3Driver,,,,,,,,0.35,,,,,,,,,,,,,,false,,,,,,70,100,0,25,0.75,false,,,,,,,,,,,,,,,,,,,,,,,,,false,meta-class-default,standard,Formula Classic G1,Open Wheel
McLaren_MP416-522,McLaren_MP416-522-formulav10g2,715,McLaren_MP416,McLaren MP4/16,McLaren MP4/16,522,McLaren,McLaren MP4/16,McLaren_MP416.vhf,McLaren_MP416,McLaren_MP416,McLaren_MP416_Cockpit.bin,McLaren_MP416,2001,5.00,7.00,0,0,McLaren_MP416_ambsh.dds,3,F-V10_Gen2,Openwheel,OpenWheel,Mid-Rear,2,0.202;0.150;1.381,0.202;0.219;1.682,0.036,1,0;0.470;0.640,0;0.470;0.640,,false,129,,,,,5,120000,EU,England,N/A,13,17,13,17,20.0,,,1,0.0;3.141592653589;0.0,0.356;0.610;-0.632,-0.356;0.610;-0.632,-0.898;-0.002;-2.291,0.898;1.099;2.282,FORMULA_MODERN_USER_OVERRIDE,outfit_FORMULA_MODERN_USER_OVERRIDE,,,,-0.202;0.150;1.381,-0.202;0.219;1.682,,,100.0,,,,SafetyF2KDriver,,,,McLaren_MP416_LD,McLaren_MP416_LD,McLaren_MP416_LD,McLaren_MP416_LD,0.85,,,,,,,,,McLaren_MP416_LD,,,,,,,,,,,70,100,0,25,0.75,false,McLaren_MP416_HD,,,,,,,,,,,,,,,,,,,,,,,,false,meta-class-default,standard,Formula V10 G2,Open Wheel
Formula_Edge_G1M2-444,Formula_Edge_G1M2-444-formulav10g2,540,Formula_Edge_G1M2,Formula Edge Model2,F-Edge M2,444,Reiza,Formula Edge M2,Formula_Edge_G1M2.vhf,Formula_Edge_G1M2,Formula_Edge_G1M2,Formula_Edge_G1M2_Cockpit.bin,Formula_Edge_G1M2,1995,5.00,7.00,0,0,Formula_Edge_G1M2_ambsh.dds,4,FE-G1,Openwheel,OpenWheel,Mid-Rear,2,0.325;0.094;1.209,0.325;0.11;1.535,0.036,1,0;0.7;0.9,0;0.7;0.9,,false,129,,,,,5,120000,EU,England,N/A,13,17,13,17,20.0,,,1,0.0;3.141592653589;0.0,0.271;0.663;-0.309,-0.271;0.663;-0.309,-1.5;-0.0;-4.0,1.5;1.5;4.0,DRIVER_91_USER_OVERRIDE,outfit_DRIVER_91_USER_OVERRIDE,,,,-0.325;0.094;1.209,-0.325;0.11;1.535,,,100.0,true,,,SafetyBMWM3Driver,,,,Formula_Edge_G1M2_LD,Formula_Edge_G1M2_LD,Formula_Edge_G1M2_LD,Formula_Edge_G1M2_LD,0.85,,,,,,,,,Formula_Edge_G1M2_LD,,,,,,,,,,,70,100,0,25,0.75,false,Formula_Edge_G1M2_HD,,,,,,,,,,,,,,,,,,,,,,,,false,meta-class-default,standard,Formula V10 G2,Open Wheel
